Date,Description,Category,Amount
2022-05-30,"Transaction 2460",Income,646.39
2022-03-16,"Transaction 2461",Groceries,-36.09
2023-02-16,"Transaction 2462",Groceries,-49.49
2023-12-30,"Transaction 2463","Coffee Shops",-13.29
2023-07-27,"Transaction 2464","Cable TV",-25.93
2023-08-31,"Transaction 2465",Groceries,-49.66
2022-04-29,"Transaction 2466","Coffee Shops",-35.12
2022-01-24,"Transaction 2467",Entertainment,-27.72
2023-11-23,"Transaction 2468",Entertainment,-40.88
2022-08-15,"Transaction 2469",Daycare,-35.98
2022-02-11,"Transaction 2470",Daycare,-38.75
2022-04-27,"Transaction 2471","Auto Loan",-23.67
2023-03-29,"Transaction 2472",Groceries,-39.75
2022-04-20,"Transaction 2473",Entertainment,-29.22
2023-12-25,"Transaction 2474","Coffee Shops",-34.73
2024-01-19,"Transaction 2475",Daycare,-29.69
2022-06-16,"Transaction 2476",Entertainment,-23.11
2022-07-31,"Transaction 2477","Coffee Shops",-13.07
2023-09-26,"Transaction 2478",Income,799.70
2022-04-10,"Transaction 2479",Daycare,-10.45
2023-02-06,"Transaction 2480","Coffee Shops",-28.84
2024-01-02,"Transaction 2481","Auto Loan",-45.86
2023-06-28,"Transaction 2482",Income,320.17
2022-11-07,"Transaction 2483","Auto Loan",-12.23
2022-03-25,"Transaction 2484","Auto Loan",-29.63
2023-08-08,"Transaction 2485","Coffee Shops",-48.79
2022-11-28,"Transaction 2486",Daycare,-28.30
2023-11-15,"Transaction 2487","Dental Care",-45.28
2022-08-22,"Transaction 2488","Auto Loan",-23.66
2022-05-08,"Transaction 2489",Daycare,-42.35
2023-04-16,"Transaction 2490",Income,475.04
2023-02-03,"Transaction 2491",Income,722.39
2022-02-15,"Transaction 2492",Entertainment,-38.22
2023-12-30,"Transaction 2493","Coffee Shops",-20.08
2023-09-05,"Transaction 2494","Auto Loan",-10.50
2023-07-16,"Transaction 2495",Entertainment,-47.87
2023-08-13,"Transaction 2496",Groceries,-34.88
2022-08-06,"Transaction 2497","Coffee Shops",-24.94
2022-08-17,"Transaction 2498","Coffee Shops",-33.20
2022-12-23,"Transaction 2499","Coffee Shops",-28.06
2022-08-31,"Transaction 2500","Cable TV",-11.82
2022-04-25,"Transaction 2501","Cable TV",-21.14
2022-08-28,"Transaction 2502",Groceries,-12.63
2023-10-25,"Transaction 2503",Groceries,-47.28
2023-12-09,"Transaction 2504","Coffee Shops",-15.69
2022-05-30,"Transaction 2505","Dental Care",-12.69
2023-01-06,"Transaction 2506","Cable TV",-25.62
2022-02-25,"Transaction 2507","Dental Care",-29.06
2022-05-08,"Transaction 2508",Entertainment,-35.13
2022-01-14,"Transaction 2509","Cable TV",-39.09
2022-04-28,"Transaction 2510","Coffee Shops",-41.86
2023-07-23,"Transaction 2511",Daycare,-31.39
2022-04-14,"Transaction 2512","Coffee Shops",-24.39
2022-03-11,"Transaction 2513","Auto Loan",-43.80
2023-01-10,"Transaction 2514","Auto Loan",-30.03
2023-08-23,"Transaction 2515","Auto Loan",-40.46
2023-10-21,"Transaction 2516","Coffee Shops",-18.37
2023-01-10,"Transaction 2517",Entertainment,-23.20
2022-10-04,"Transaction 2518",Entertainment,-40.60
2022-06-04,"Transaction 2519","Coffee Shops",-36.36
2022-02-08,"Transaction 2520",Entertainment,-13.98
2022-01-28,"Transaction 2521",Daycare,-38.46
2023-05-20,"Transaction 2522","Dental Care",-16.00
2023-11-13,"Transaction 2523","Auto Loan",-35.36
2022-08-01,"Transaction 2524",Income,338.95
2022-08-30,"Transaction 2525","Coffee Shops",-31.87
2022-08-20,"Transaction 2526","Dental Care",-35.00
2023-02-07,"Transaction 2527",Income,324.46
2023-10-30,"Transaction 2528",Groceries,-48.17
2022-05-24,"Transaction 2529",Entertainment,-20.49
2023-04-04,"Transaction 2530",Groceries,-30.75
2024-01-04,"Transaction 2531","Cable TV",-35.52
2023-02-16,"Transaction 2532",Groceries,-28.41
2022-11-19,"Transaction 2533","Dental Care",-49.55
2022-02-12,"Transaction 2534",Groceries,-38.51
2023-03-27,"Transaction 2535",Income,829.11
2024-02-24,"Transaction 2536","Auto Loan",-33.87
2022-05-21,"Transaction 2537","Coffee Shops",-24.37
2022-08-25,"Transaction 2538",Entertainment,-28.57
2022-05-28,"Transaction 2539","Auto Loan",-32.04
2022-08-07,"Transaction 2540","Dental Care",-34.21
2023-12-05,"Transaction 2541","Coffee Shops",-23.55
2022-02-19,"Transaction 2542",Daycare,-36.77
2023-12-18,"Transaction 2543","Cable TV",-45.21
2023-04-08,"Transaction 2544","Cable TV",-13.99
2023-05-04,"Transaction 2545",Groceries,-26.37
2022-12-02,"Transaction 2546","Cable TV",-28.64
2023-08-27,"Transaction 2547","Cable TV",-48.55
2023-03-21,"Transaction 2548",Income,596.71
2022-12-20,"Transaction 2549","Cable TV",-48.25
2022-09-14,"Transaction 2550","Coffee Shops",-35.88
2023-01-17,"Transaction 2551","Cable TV",-19.83
2023-04-13,"Transaction 2552","Auto Loan",-23.89
2023-11-19,"Transaction 2553","Dental Care",-23.65
2022-07-07,"Transaction 2554","Auto Loan",-13.22
2023-11-23,"Transaction 2555","Cable TV",-36.44
2022-11-24,"Transaction 2556",Entertainment,-31.37
2023-02-02,"Transaction 2557",Income,776.94
2024-02-19,"Transaction 2558",Groceries,-21.82
2022-06-25,"Transaction 2559","Cable TV",-44.42
2022-05-03,"Transaction 2560","Coffee Shops",-24.08
2023-04-17,"Transaction 2561","Auto Loan",-17.11
2023-08-17,"Transaction 2562","Dental Care",-24.41
2023-06-01,"Transaction 2563",Income,912.23
2022-04-04,"Transaction 2564","Cable TV",-34.92
2022-07-16,"Transaction 2565",Income,629.86
2023-04-28,"Transaction 2566","Auto Loan",-25.50
2022-05-27,"Transaction 2567","Coffee Shops",-31.16
2022-03-30,"Transaction 2568","Cable TV",-21.82
2023-02-13,"Transaction 2569",Entertainment,-18.51
2023-05-11,"Transaction 2570",Groceries,-19.03
2022-04-07,"Transaction 2571","Cable TV",-44.51
2022-10-28,"Transaction 2572","Dental Care",-27.75
2023-04-07,"Transaction 2573","Coffee Shops",-24.73
2022-03-08,"Transaction 2574",Income,359.86
2022-07-02,"Transaction 2575",Groceries,-32.20
2023-10-18,"Transaction 2576","Dental Care",-31.58
2023-08-28,"Transaction 2577",Groceries,-32.02
2023-07-11,"Transaction 2578",Income,267.24
2024-01-17,"Transaction 2579",Daycare,-47.20
2023-10-28,"Transaction 2580",Entertainment,-23.88
2023-09-25,"Transaction 2581","Coffee Shops",-27.60
2023-09-08,"Transaction 2582","Coffee Shops",-43.43
2022-10-21,"Transaction 2583","Coffee Shops",-24.36
2023-10-06,"Transaction 2584","Dental Care",-49.27
2023-05-23,"Transaction 2585","Coffee Shops",-25.99
2022-04-16,"Transaction 2586",Daycare,-40.97
2024-01-17,"Transaction 2587","Dental Care",-46.70
2022-09-21,"Transaction 2588",Income,539.24
2022-03-25,"Transaction 2589","Cable TV",-12.98
2024-01-11,"Transaction 2590","Dental Care",-26.37
2023-05-04,"Transaction 2591",Income,936.85
2022-05-26,"Transaction 2592",Groceries,-43.04
2023-03-31,"Transaction 2593",Groceries,-49.85
2022-07-01,"Transaction 2594","Dental Care",-14.32
2022-05-15,"Transaction 2595",Income,794.67
2022-06-19,"Transaction 2596",Entertainment,-27.63
2023-02-21,"Transaction 2597",Income,662.17
2023-11-26,"Transaction 2598","Coffee Shops",-20.48
2022-08-05,"Transaction 2599",Groceries,-15.69
2022-11-07,"Transaction 2600","Auto Loan",-30.88
2022-04-03,"Transaction 2601","Dental Care",-29.88
2023-07-12,"Transaction 2602",Income,933.88
2024-01-12,"Transaction 2603","Cable TV",-34.89
2023-09-23,"Transaction 2604",Daycare,-49.10
2024-02-24,"Transaction 2605","Auto Loan",-16.63
2023-12-18,"Transaction 2606",Entertainment,-30.08
2023-05-11,"Transaction 2607","Cable TV",-26.81
2022-07-21,"Transaction 2608",Daycare,-37.36
2024-02-24,"Transaction 2609","Auto Loan",-44.88
2023-08-26,"Transaction 2610",Daycare,-22.33
2024-01-06,"Transaction 2611","Dental Care",-28.16
2022-08-27,"Transaction 2612","Dental Care",-17.41
2023-06-04,"Transaction 2613",Daycare,-49.21
2022-01-14,"Transaction 2614","Auto Loan",-28.17
2022-12-26,"Transaction 2615","Auto Loan",-49.92
2022-08-18,"Transaction 2616",Income,301.60
2022-11-02,"Transaction 2617",Income,234.70
2022-08-28,"Transaction 2618",Groceries,-39.27
2023-07-22,"Transaction 2619",Entertainment,-10.64
2023-11-07,"Transaction 2620",Groceries,-45.59
2023-03-23,"Transaction 2621",Entertainment,-39.61
2023-03-16,"Transaction 2622","Dental Care",-39.87
2023-11-23,"Transaction 2623","Auto Loan",-30.07
2023-06-22,"Transaction 2624","Cable TV",-39.77
2023-04-11,"Transaction 2625",Groceries,-12.15
2023-11-12,"Transaction 2626",Groceries,-26.94
2024-02-26,"Transaction 2627","Dental Care",-22.01
2022-05-02,"Transaction 2628",Entertainment,-47.27
2022-11-21,"Transaction 2629",Groceries,-45.03
2023-02-24,"Transaction 2630","Auto Loan",-11.35
2023-09-25,"Transaction 2631","Coffee Shops",-32.78
2023-05-08,"Transaction 2632",Income,906.06
2022-03-12,"Transaction 2633",Groceries,-24.91
2023-01-10,"Transaction 2634","Dental Care",-10.19
2023-02-08,"Transaction 2635","Dental Care",-37.07
2024-02-15,"Transaction 2636",Groceries,-33.96
2023-07-30,"Transaction 2637",Entertainment,-39.18
2023-04-08,"Transaction 2638","Auto Loan",-17.91
2022-06-10,"Transaction 2639","Auto Loan",-21.95
2022-05-22,"Transaction 2640",Daycare,-10.39
2023-06-16,"Transaction 2641",Entertainment,-38.47
2023-11-19,"Transaction 2642",Entertainment,-24.80
2022-02-25,"Transaction 2643","Coffee Shops",-27.31
2024-01-22,"Transaction 2644","Dental Care",-15.95
2023-08-01,"Transaction 2645","Auto Loan",-36.39
2023-12-21,"Transaction 2646","Auto Loan",-37.41
2024-02-20,"Transaction 2647","Cable TV",-12.87
2022-05-27,"Transaction 2648","Dental Care",-26.99
2022-04-02,"Transaction 2649","Coffee Shops",-27.58
2022-11-19,"Transaction 2650",Groceries,-42.44
2022-02-19,"Transaction 2651",Entertainment,-42.35
2023-11-04,"Transaction 2652",Groceries,-11.17
2022-05-15,"Transaction 2653",Income,202.83
2023-11-30,"Transaction 2654","Dental Care",-35.81
2022-04-29,"Transaction 2655",Daycare,-47.73
2022-08-05,"Transaction 2656","Cable TV",-16.00
2024-01-14,"Transaction 2657",Entertainment,-13.19
2023-09-24,"Transaction 2658",Entertainment,-47.43
2023-09-15,"Transaction 2659",Daycare,-25.64
2022-09-14,"Transaction 2660","Dental Care",-13.75
2022-01-16,"Transaction 2661","Coffee Shops",-15.10
2022-07-17,"Transaction 2662",Entertainment,-26.42
2023-12-14,"Transaction 2663",Groceries,-35.35
2023-08-21,"Transaction 2664",Income,445.23
2022-05-03,"Transaction 2665","Auto Loan",-11.09
2022-05-31,"Transaction 2666",Entertainment,-25.03
2022-05-07,"Transaction 2667",Entertainment,-23.31
2022-01-03,"Transaction 2668",Entertainment,-35.70
2023-11-08,"Transaction 2669","Coffee Shops",-29.75
2022-09-01,"Transaction 2670","Auto Loan",-17.50
2022-04-14,"Transaction 2671",Income,824.30
2022-04-03,"Transaction 2672",Groceries,-29.68
2022-08-08,"Transaction 2673",Entertainment,-43.43
2023-12-27,"Transaction 2674",Income,660.71
2023-04-25,"Transaction 2675",Groceries,-37.75
2022-10-21,"Transaction 2676","Dental Care",-49.42
2022-07-15,"Transaction 2677","Dental Care",-38.79
2022-09-01,"Transaction 2678","Dental Care",-17.18
2022-01-10,"Transaction 2679","Dental Care",-39.49
2023-01-29,"Transaction 2680",Daycare,-43.10
2023-01-11,"Transaction 2681",Entertainment,-39.47
2023-08-18,"Transaction 2682","Coffee Shops",-21.89
2023-02-16,"Transaction 2683",Income,995.27
2023-07-28,"Transaction 2684",Groceries,-31.45
2023-07-22,"Transaction 2685","Auto Loan",-30.55
2022-01-27,"Transaction 2686","Auto Loan",-43.47
2022-08-16,"Transaction 2687",Groceries,-15.16
2023-04-12,"Transaction 2688","Auto Loan",-10.64
2022-03-26,"Transaction 2689","Cable TV",-44.14
2022-11-06,"Transaction 2690","Auto Loan",-13.96
2022-02-18,"Transaction 2691",Income,661.55
2022-09-03,"Transaction 2692",Groceries,-44.81
2023-09-05,"Transaction 2693",Groceries,-28.03
2023-09-06,"Transaction 2694",Groceries,-48.54
2022-10-15,"Transaction 2695","Coffee Shops",-34.13
2022-01-29,"Transaction 2696",Income,855.36
2022-03-10,"Transaction 2697",Income,837.06
2022-07-01,"Transaction 2698",Entertainment,-16.10
2023-02-14,"Transaction 2699",Entertainment,-11.11
2022-02-14,"Transaction 2700",Entertainment,-49.75
2022-09-12,"Transaction 2701","Coffee Shops",-17.01
2022-11-25,"Transaction 2702","Dental Care",-43.45
2022-06-27,"Transaction 2703","Dental Care",-28.71
2023-01-12,"Transaction 2704",Entertainment,-42.26
2024-02-09,"Transaction 2705","Coffee Shops",-34.91
2023-10-11,"Transaction 2706","Coffee Shops",-11.67
2022-01-14,"Transaction 2707","Coffee Shops",-10.00
2022-07-15,"Transaction 2708","Auto Loan",-18.97
2023-10-31,"Transaction 2709","Coffee Shops",-27.93
2023-03-27,"Transaction 2710",Entertainment,-15.16
2022-03-08,"Transaction 2711","Dental Care",-35.69
2022-02-27,"Transaction 2712",Groceries,-27.65
2022-12-03,"Transaction 2713","Coffee Shops",-16.22
2022-12-11,"Transaction 2714","Dental Care",-32.29
2023-02-08,"Transaction 2715","Coffee Shops",-11.43
2024-01-31,"Transaction 2716","Dental Care",-41.87
2022-06-01,"Transaction 2717","Coffee Shops",-32.34
2023-01-07,"Transaction 2718","Coffee Shops",-38.68
2023-09-15,"Transaction 2719",Daycare,-38.20
2022-10-15,"Transaction 2720","Coffee Shops",-37.37
2024-02-23,"Transaction 2721",Income,838.38
2022-07-14,"Transaction 2722",Income,739.45
2022-01-31,"Transaction 2723",Income,936.75
2023-06-15,"Transaction 2724",Groceries,-42.68
2023-10-11,"Transaction 2725",Income,422.72
2023-06-22,"Transaction 2726",Income,497.38
2023-09-23,"Transaction 2727",Groceries,-44.59
2023-04-05,"Transaction 2728","Coffee Shops",-16.82
2022-02-14,"Transaction 2729","Auto Loan",-11.81
2023-09-14,"Transaction 2730",Groceries,-25.06
2023-07-14,"Transaction 2731","Auto Loan",-29.82
2024-02-14,"Transaction 2732",Daycare,-41.78
2022-10-08,"Transaction 2733","Coffee Shops",-31.93
2023-05-05,"Transaction 2734","Cable TV",-41.28
2023-02-14,"Transaction 2735",Daycare,-43.60
2023-07-05,"Transaction 2736","Cable TV",-17.65
2022-11-04,"Transaction 2737","Auto Loan",-40.16
2022-10-22,"Transaction 2738",Daycare,-39.98
2023-12-22,"Transaction 2739","Dental Care",-37.94
2022-12-27,"Transaction 2740","Dental Care",-33.22
2023-04-20,"Transaction 2741",Entertainment,-26.27
2023-09-07,"Transaction 2742",Income,214.71
2023-10-31,"Transaction 2743","Auto Loan",-42.13
2023-10-01,"Transaction 2744","Coffee Shops",-22.17
2023-02-04,"Transaction 2745",Daycare,-36.61
2023-05-13,"Transaction 2746",Groceries,-47.21
2022-05-04,"Transaction 2747",Income,739.18
2023-07-05,"Transaction 2748","Cable TV",-48.27
2023-04-14,"Transaction 2749",Daycare,-22.72
2023-07-13,"Transaction 2750",Groceries,-12.40
2023-07-28,"Transaction 2751",Income,494.00
2023-05-12,"Transaction 2752",Income,567.30
2023-10-28,"Transaction 2753","Dental Care",-39.16
2022-11-24,"Transaction 2754",Daycare,-28.77
2022-10-24,"Transaction 2755","Auto Loan",-40.93
2022-06-21,"Transaction 2756",Entertainment,-23.13
2023-01-16,"Transaction 2757","Dental Care",-48.48
2022-10-16,"Transaction 2758",Daycare,-46.84
2022-06-16,"Transaction 2759","Cable TV",-17.64
2023-02-12,"Transaction 2760",Groceries,-10.43
2023-07-08,"Transaction 2761",Income,766.35
2024-01-22,"Transaction 2762",Entertainment,-38.08
2023-06-11,"Transaction 2763",Income,623.80
2022-02-17,"Transaction 2764","Coffee Shops",-28.02
2022-02-27,"Transaction 2765","Auto Loan",-32.44
2023-11-20,"Transaction 2766","Cable TV",-18.38
2022-05-30,"Transaction 2767",Income,516.96
2023-08-18,"Transaction 2768","Auto Loan",-44.13
2023-04-09,"Transaction 2769","Cable TV",-23.22
2022-08-26,"Transaction 2770","Auto Loan",-46.70
2022-07-07,"Transaction 2771","Coffee Shops",-31.70
2022-03-19,"Transaction 2772",Groceries,-27.95
2023-12-31,"Transaction 2773",Income,955.35
2023-11-03,"Transaction 2774","Auto Loan",-27.90
2023-01-03,"Transaction 2775",Income,833.31
2022-03-29,"Transaction 2776","Auto Loan",-32.76
2022-11-11,"Transaction 2777",Groceries,-48.47
2022-05-13,"Transaction 2778",Groceries,-26.07
2022-10-15,"Transaction 2779","Auto Loan",-34.59
2023-10-26,"Transaction 2780",Groceries,-25.51
2022-08-31,"Transaction 2781","Auto Loan",-49.46
2023-01-14,"Transaction 2782",Daycare,-37.01
2023-06-10,"Transaction 2783",Entertainment,-45.19
2023-05-07,"Transaction 2784","Auto Loan",-20.82
2022-11-15,"Transaction 2785",Income,956.42
2023-10-24,"Transaction 2786","Auto Loan",-18.65
2022-06-15,"Transaction 2787","Auto Loan",-21.68
2022-05-13,"Transaction 2788","Dental Care",-26.10
2023-05-17,"Transaction 2789","Cable TV",-31.79
2023-07-29,"Transaction 2790","Auto Loan",-46.88
2023-05-21,"Transaction 2791","Auto Loan",-13.89
2022-10-01,"Transaction 2792","Coffee Shops",-18.71
2023-04-23,"Transaction 2793","Dental Care",-26.19
2023-12-25,"Transaction 2794",Groceries,-12.42
2022-02-05,"Transaction 2795","Cable TV",-25.17
2024-01-26,"Transaction 2796",Groceries,-36.37
2023-07-30,"Transaction 2797",Groceries,-42.40
2023-09-23,"Transaction 2798",Entertainment,-17.53
2022-02-02,"Transaction 2799",Daycare,-40.25
2024-01-29,"Transaction 2800",Groceries,-29.36
2022-06-16,"Transaction 2801","Cable TV",-49.37
2022-06-12,"Transaction 2802","Auto Loan",-23.49
2022-08-25,"Transaction 2803","Coffee Shops",-37.73
2022-02-12,"Transaction 2804",Groceries,-25.13
2023-07-13,"Transaction 2805",Groceries,-24.33
2023-01-07,"Transaction 2806","Coffee Shops",-39.80
2022-10-19,"Transaction 2807","Auto Loan",-47.92
2022-05-05,"Transaction 2808",Groceries,-39.00
2022-08-19,"Transaction 2809","Cable TV",-42.52
2022-11-21,"Transaction 2810",Income,900.49
2023-09-05,"Transaction 2811",Entertainment,-14.18
2023-07-17,"Transaction 2812","Cable TV",-17.20
2022-10-15,"Transaction 2813",Income,639.90
2023-04-13,"Transaction 2814",Entertainment,-10.45
2023-06-30,"Transaction 2815",Daycare,-42.95
2022-03-11,"Transaction 2816",Groceries,-42.94
2024-01-26,"Transaction 2817","Auto Loan",-37.43
2023-01-25,"Transaction 2818",Income,725.93
2022-11-12,"Transaction 2819",Entertainment,-17.96
2022-12-01,"Transaction 2820",Groceries,-26.31
2022-01-16,"Transaction 2821","Coffee Shops",-22.44
2022-11-07,"Transaction 2822","Coffee Shops",-37.25
2022-05-16,"Transaction 2823",Daycare,-24.93
2022-04-12,"Transaction 2824",Entertainment,-21.48
2022-12-19,"Transaction 2825","Cable TV",-21.07
2023-07-08,"Transaction 2826",Income,911.51
2023-10-02,"Transaction 2827",Entertainment,-14.30
2022-03-11,"Transaction 2828",Daycare,-39.72
2023-08-15,"Transaction 2829",Groceries,-44.95
2022-08-16,"Transaction 2830",Income,214.07
2022-08-26,"Transaction 2831",Groceries,-40.33
2022-12-03,"Transaction 2832","Cable TV",-14.64
2023-06-24,"Transaction 2833","Auto Loan",-25.30
2023-12-22,"Transaction 2834",Groceries,-47.55
2022-12-18,"Transaction 2835","Dental Care",-22.35
2022-06-11,"Transaction 2836","Auto Loan",-37.68
2022-04-13,"Transaction 2837","Dental Care",-46.03
2023-04-30,"Transaction 2838",Groceries,-15.17
2023-06-14,"Transaction 2839","Dental Care",-43.79
2022-07-04,"Transaction 2840",Income,454.65
2022-10-12,"Transaction 2841",Entertainment,-27.93
2023-08-16,"Transaction 2842","Coffee Shops",-23.58
2023-05-28,"Transaction 2843",Entertainment,-18.16
2022-11-26,"Transaction 2844","Cable TV",-33.95
2022-01-20,"Transaction 2845",Groceries,-40.69
2022-10-10,"Transaction 2846","Cable TV",-27.48
2023-10-25,"Transaction 2847","Auto Loan",-39.35
2023-05-03,"Transaction 2848","Cable TV",-13.59
2024-01-28,"Transaction 2849","Cable TV",-12.33
2022-02-15,"Transaction 2850",Entertainment,-47.87
2024-01-22,"Transaction 2851","Auto Loan",-34.79
2024-02-18,"Transaction 2852",Groceries,-46.04
2022-10-15,"Transaction 2853","Dental Care",-45.20
2023-11-25,"Transaction 2854","Cable TV",-18.54
2024-01-05,"Transaction 2855",Entertainment,-44.50
2022-04-22,"Transaction 2856","Cable TV",-18.91
2023-09-17,"Transaction 2857",Income,693.71
2023-04-18,"Transaction 2858",Entertainment,-16.08
2023-06-10,"Transaction 2859",Income,269.35
2023-03-21,"Transaction 2860","Cable TV",-47.85
2022-10-27,"Transaction 2861","Auto Loan",-24.76
2023-07-02,"Transaction 2862","Coffee Shops",-27.14
2023-08-27,"Transaction 2863","Coffee Shops",-29.78
2024-02-22,"Transaction 2864",Groceries,-16.35
